Image Name,Exudates,Oedema,Vessel Count,Heamotomas,Bifurcations,Clarity,Diabetes Status
0afdfe5f422c,6,0,18,0,62,1.0,1
0b00f8a77510,3,0,12,0,121,0.3123403541777432,0
0b2ea8f268cf,2,0,19,3,55,0.4828961596662713,0
0b3efe669365,117,0,10,0,34,0.3120228211525091,0
0b64a0a06f9a,6,0,14,0,68,0.5041662099709623,0
0b8bdec9d869,76,0,6,0,21,0.9161589301051082,0
0babc12807b2,0,0,19,4,54,0.9378854034599812,0
0bf37ca3156a,69,0,14,7,24,0.5226949293104325,1
0c2e2369dfff,10,0,8,0,29,1.0,1
0c38940e1f80,56,0,9,0,39,0.6373739315365424,0
0c43c79e8cfb,466,0,19,0,44,0.4644837677947311,0
0c55d58bebaf,18,0,18,2,60,0.9186281951658418,1
0c76fd494af6,24,0,16,2,55,0.9708818453232996,1
0c7e82daf5a0,2,0,8,5,44,0.5098610281788066,1
0c917c372572,158,0,13,2,33,1.0,1
0ca0aee4d57e,2,0,4,6,18,0.5213100486687661,1
0cae727cf119,95,0,10,0,36,0.7103895137213202,0
0cb14014117d,0,0,7,2,13,0.5907899881395444,1
0cb6b898389f,40,0,8,0,18,0.7928553433397406,0
0cbcc7b23613,485,0,7,0,26,0.2526343674450942,0
0cd31078cd08,58,0,2,0,14,0.7940578299456055,0
0ce062f26edc,52,0,22,4,83,0.7238589014764223,0
0ceb222f6629,184,0,7,1,36,1.0,1
0cecc2864b7f,9,0,12,0,53,0.4148674491840824,0
0d0a21fd354f,86,0,7,0,21,0.3163754214898769,1
0d0b8fc9ab5c,81,0,3,0,9,0.9438830313688602,0
0d310aba6373,116,0,6,11,19,0.7448979393515056,1
0d744aed4d64,2,0,22,13,82,1.0,0
0d8f60ed9280,69,0,13,1,24,0.3145372377407877,0
0d9a9896f801,4,0,17,0,58,1.0,0
0da09e3ce8f1,7,0,12,1,28,1.0,1
0da321efbce6,13,0,13,0,60,0.3258905566234509,0
0da632ca45e0,111,0,7,2,60,0.4136730604065273,0
0daddc45d832,47,0,10,7,71,1.0,0
0db1d8dcf219,129,0,11,0,51,0.6933585538423787,0
0dbaa09a458c,19,0,15,14,64,1.0,1
0dbe6c26cedc,152,0,11,0,31,0.7666159257290089,0
0dc031c94225,29,0,18,4,91,0.99943945032923,1
0dc8d25b3f69,132,0,24,1,64,1.0,1
0dce95217626,2,0,8,4,46,0.8769649503087809,1
0e0003ddd8df,30,0,28,1,85,1.0,0
0e0fc1d9810c,7,0,16,5,48,0.7388170626968221,1
0e3572b5884a,3,0,21,4,140,1.0,0
0e43c8298fc0,68,0,9,0,52,1.0,0
0e75d51152fc,3,0,22,1,72,1.0,1
0e82bcacc475,105,0,8,3,38,0.4041706477490593,1
0e94cd271c00,0,0,23,0,137,1.0,0
0eb52045349f,14,0,12,9,34,0.6378027892519733,1
0eced86c9db8,46,0,7,1,24,1.0,0
0edadb2aa127,6,0,7,4,43,0.4752293157744059,1
0ef4c61dc056,6,0,20,1,94,1.0,0
0efc93ec838b,37,0,26,6,61,1.0,1
0eff8eacb2f7,7,0,13,3,28,1.0,1
0f364b7d4384,185,0,15,2,42,0.6614062722522096,0
0f495d87656a,5,0,12,3,55,0.8478703529507995,1
0f6e645466a2,89,0,9,0,30,0.6453391681321827,0
0f882877bf13,55,0,11,3,18,0.4443829570648168,1
0f96c358a250,83,0,20,0,41,1.0,1
0fb1053285cf,58,0,17,0,53,1.0,1
0fb560f9adb2,134,0,7,2,23,0.2993984175250961,1
0fbbd665431f,0,0,12,0,52,0.3532378225839434,0
0fc6829da85b,24,0,19,0,51,0.2036884521655556,0
0fcfc6301f3d,0,0,24,4,114,0.6879379166496258,1
0fd16b64697e,46,0,14,14,46,0.5680743527872071,1
0fe31196e0e8,68,0,27,1,157,1.0,0
0fffa73e2402,24,0,5,6,79,0.7092919716984991,1
1002b5151b8e,102,0,7,0,15,0.6492195002249396,0
1002f3fe38f0,1,0,27,7,87,1.0,0
1006345f70b7,139,0,20,2,53,1.0,1
101b9ebfc720,1,0,5,2,15,1.0,1
103abbd8b63e,372,0,6,0,15,0.8801594208825815,0
103f97a2ab15,28,0,8,0,18,0.2844777745137086,0
107aea0d9289,14,0,12,3,32,0.7903755265633307,1
10a5026eb8e6,253,0,5,0,14,0.3421761293752853,0
10bf25731c08,134,0,23,0,113,1.0,0
10de500cf0c5,96,0,5,0,24,1.0,0
10ecc5292ab1,0,0,12,6,36,0.7229766471718948,1
10eefba568dd,24,0,11,1,31,1.0,1
10f10fd30718,20,0,22,0,120,1.0,0
10f36b0239fb,0,0,10,10,32,0.8783940125148255,1
10f6ef37fe43,30,0,24,4,109,1.0,0
10fca1abf338,1,0,2,0,28,0.6993409676495848,1
1116271db4ea,49,0,9,1,65,1.0,1
111898ab463d,8,0,10,3,54,0.8251737761236759,1
1120f6d08d95,40,0,15,3,35,0.9765454423619424,1
11242a67122d,1,0,11,4,42,0.5086953498834403,1
1124ffcd76c2,4,0,5,0,12,0.5771642059629463,1
115e42dd6a81,25,0,16,1,19,1.0,1
1177d583c807,26,0,11,2,34,0.7153360598748518,1
11b220a397b8,74,0,7,0,32,0.7414346243507423,0
11b5c77fbf79,5,0,16,11,53,0.9674246463171238,1
11d8e5eaee5b,26,0,28,1,133,1.0,0
12025b34deb8,530,0,7,0,10,0.3765378201159505,1
12058bbb8299,57,0,24,0,175,1.0,0
1269ab57c2e6,66,0,13,0,61,1.0,1
12a82fc7d73e,1,0,13,9,37,0.9392200727986586,1
12ab2f6397f0,8,0,23,0,92,1.0,0
12ae44be0d38,2,0,9,1,96,0.8535213683322497,0
12b57dac703e,85,0,7,2,11,1.0,0
12bc439d373a,2,0,18,19,78,1.0,0
12ce6a1a1f31,16,0,13,3,20,1.0,1
12e3f5f2cb17,0,0,19,0,32,0.7983264488159993,1
12e6e66c80a7,78,0,28,0,79,1.0,1
12ef75375322,171,0,9,0,103,1.0,0
13063d1bc4ea,80,0,5,3,14,0.2936408691101486,1
13073f075a56,4,0,16,1,78,1.0,0
135575dc57c9,3,0,7,0,32,0.6334217823401906,1
13ab8db8c700,147,0,13,0,64,1.0,1
13c191b59ed0,24,0,9,0,33,0.6123130342317288,0
13d014ccd136,4,0,22,4,90,1.0,0
13d411c85ffd,39,0,20,2,156,1.0,0
13d71389563f,22,0,12,3,30,0.7844264856243098,1
1409ab48175a,62,0,26,0,78,1.0,0
1411c8ab7161,23,0,18,0,47,0.9391298515398144,1
1414128bead0,12,0,10,4,22,0.41947581883225,1
141735b57ec0,5,0,11,14,47,0.969309148910065,1
1438288bb2e1,49,0,6,3,27,0.2833313527660068,1
143db89c11c8,3,0,20,3,58,0.9324598177743242,0
144a1a426137,4,0,22,6,50,0.999511920363092,1
144b01e7b993,25,0,9,0,17,0.7292409308412744,1
14515b8f19b6,7,0,14,2,48,1.0,1
14c3b41d289c,152,0,9,5,20,0.7466221125966221,0
14e3f84445f7,17,0,15,0,46,0.6887141630199174,1
14ee87d6cc42,41,0,21,0,30,0.8040692649659164,1
1509d097b69a,1,0,21,3,120,1.0,0
150f92b45349,79,0,26,8,32,1.0,0
150fc7127582,3,0,25,8,114,1.0,0
152db3de8120,150,0,16,0,25,0.8439700625741279,0
1541226c5d72,4,0,16,7,70,1.0,1
15528e740543,329,0,15,2,32,0.8740177671440346,1
155e2df6bfcf,1,0,34,15,117,1.0,0
157d17349cc6,52,0,16,3,43,1.0,1
1594ca6c30d3,6,0,8,6,33,0.7030300601202404,1
15b21c80cc31,97,0,28,0,160,1.0,0
15bed5adde74,56,0,14,7,36,0.3855451310784835,1
15c24478ac72,2,0,15,2,120,1.0,0
15cc2aef772a,23,0,5,0,60,1.0,1
15cd5f52d300,1,0,27,11,63,1.0,1
15e24b73d4a7,8,0,30,7,52,1.0,0
15e96e848b46,20,0,20,11,30,0.9740459429839278,1
15f440753916,13,0,8,5,42,1.0,1
15f8d769935c,7,0,32,3,108,1.0,0
1601c939412f,40,0,30,3,89,1.0,0
16060f05d047,7,0,21,4,124,1.0,0
1608c82a263f,239,0,19,2,43,0.4568158331970064,0
1623e8e3adc4,1,0,17,10,42,0.8470274426403828,1
1632c4311fc9,23,0,17,3,53,1.0,1
1633f8291a80,132,0,11,0,16,0.4762468610690769,0
1638404f385c,5,0,20,5,47,0.488769948059384,1
164cd5a3a6cd,110,0,9,1,24,0.351805700640014,0
165634a6167e,149,0,13,3,44,0.737974856483062,0
165c548185f8,9,0,23,2,94,1.0,0
165cd2070ebd,0,0,11,1,50,0.5604864422722997,1
166068a24416,2,0,8,11,58,0.8332827287227516,1
16ce555748d8,30,0,29,0,42,1.0,1
17188c13e635,42,0,12,1,21,0.4342840984024692,1
172df1330a60,4,0,8,3,27,1.0,1
174db0854291,11,0,18,0,111,1.0,0
175dd560810a,43,0,12,4,42,1.0,1
1782142e17d9,6,0,27,1,85,1.0,0
178412895d5e,295,0,13,0,26,0.7939016809128461,0
17d7d6b092f4,37,0,4,0,19,1.0,0
17d997fe1090,16,0,14,0,35,0.2470393601222436,0
17e6116b89b3,71,0,28,3,92,1.0,0
17eb5d4ad740,6,0,18,5,49,1.0,1
17eff993386f,166,0,15,0,60,1.0,1
17f6c7072f61,17,0,23,1,95,1.0,0
180afe1d5ef7,15,0,9,8,38,1.0,1
18323d8f2470,40,0,13,4,56,0.654762095619811,1
1844a039b4ea,4,0,13,11,62,0.7990853543822338,1
184a185e7447,18,0,13,1,41,0.5392179460962742,0
18621b9ca978,3,0,13,0,55,0.3389332951617521,0
1864d3411143,88,0,4,0,23,1.0,0
186c1835eec5,121,0,7,3,121,1.0,0
187f6ccda87a,151,0,16,3,97,0.7874113942170053,1
188219f2d9c6,385,0,5,0,19,0.5507454091857183,0
188a9323be03,47,0,30,1,77,1.0,1
1891698febce,8,0,10,0,24,0.4791550812110683,0
189cbbc9e5e3,242,0,7,0,17,0.905470860087522,0
18af532e7e1e,169,0,14,3,41,0.4739896996317499,1
18b06f56ab27,0,0,14,9,35,1.0,1
18b7e34eab8f,1,0,28,1,116,1.0,0
18b99159a14f,9,0,16,1,83,1.0,0
18cde9649e90,115,0,7,0,8,1.0,0
18ce0cdc473d,112,0,14,7,31,0.8140838977779797,0
18d8fdb140b7,6,0,17,0,76,1.0,1
18f1f979d30d,30,0,10,1,38,0.3155265252096028,1
190a309f2cc5,108,0,4,0,15,0.5238587378839311,0
19113e5f45ec,0,0,8,6,40,0.8435728600057257,1
191348830ddf,18,0,12,3,33,0.4439712908262171,1
191a711852bd,53,0,20,2,63,1.0,1
191cf5668f33,2,0,14,1,51,1.0,0
19244004583f,102,0,12,1,25,1.0,1
1943983492e5,0,0,18,0,48,1.0,1
194814669fee,21,0,4,4,18,0.7113200278107236,1
19545647508e,17,0,28,0,175,1.0,0
1968183f0e61,6,0,18,0,67,0.8907475358881027,1
196e6a186452,3,0,12,19,53,0.6525647212792933,1
19722bff5a09,1,0,7,5,56,1.0,1
197af0de76e2,23,0,18,0,98,1.0,0
19b0e3c734f5,2,0,14,1,103,1.0,0
19e350c7c83c,1,0,7,5,56,1.0,1
19ef4d292196,10,0,8,2,29,0.7261346366201791,1
1a03a7970337,31,0,6,1,54,1.0,1
1a0dbc6c0cda,3,0,27,4,71,1.0,0
1a19f2ef4472,447,0,12,0,44,0.4926350911756041,0
1a1b4b2450ca,10,0,20,2,45,0.8413265715103677,1
1a1e974a7dbf,4,0,22,0,112,1.0,0
1a369baf9ee6,379,0,22,4,51,0.5558367703803274,1
1a7e3356b39c,51,0,17,4,22,0.5040913664062819,1
1a90fad9ffa2,6,0,19,10,93,1.0,1
1ab3f1c71a5f,33,0,31,4,62,1.0,1
1ab8d3431ffc,297,0,23,0,95,0.8644930639301095,0
1ade1e949383,0,0,11,3,90,0.794813463662018,1
1ae3c58759fb,5,0,22,0,79,1.0,0
1ae8c165fd53,5,0,9,7,32,0.929455482393358,1
1b329a127307,324,0,9,0,17,0.4970726542323297,1
1b32e1d775ea,116,0,11,1,40,0.6991304241135332,1
1b3647865779,47,0,8,1,39,0.4985257044701648,0
1b398c0494d1,3,0,20,9,74,1.0,0
1b4625877527,35,0,12,1,53,1.0,1
1b495ac025b7,37,0,11,3,33,0.7351540632284977,1
1b862fb6f65d,1,0,25,5,92,1.0,0
1b8701231c8f,0,0,7,3,40,0.3263723365097541,0
1b8ad0afe9fb,74,0,7,3,13,0.9009638473585232,1
1bb0ddfe753a,25,0,19,8,39,1.0,1
1bea04b2bb2d,1,0,12,1,40,0.9859977097051243,1
1bf30c84bbad,43,0,8,2,42,0.6051110384033372,1
1c0cf251b426,21,0,12,1,38,1.0,1
1c0e5dd1b14c,3,0,21,7,46,1.0,1
1c13a1483f4a,3,0,21,2,92,1.0,0
1c3a6b4449e9,2,0,5,4,48,0.855361416710973,1
1c47815f4a6b,143,0,10,3,20,0.6018155243998203,0
1c4d87baaffc,0,0,3,5,49,0.7522370455196107,1
1c4f3aa4df06,22,0,12,8,45,1.0,1
1c578b72d7b3,25,0,10,10,36,0.7118854034599812,1
1c5ad36fb799,0,0,8,8,37,1.0,1
1c5e6cdc7ee1,0,0,11,3,40,0.6668550979510041,1
1c6d119c3d70,94,0,16,0,56,1.0,1
1c7a013eeba7,73,0,23,0,84,1.0,0
1c9521878baf,2,0,17,10,69,0.7562487423827245,1
1c9c583c10bf,0,0,11,17,48,0.9651250255613268,0
1ca35d483772,153,0,25,0,72,1.0,0
1ca62b3e4fd3,0,0,15,0,48,0.4612797491890066,0
1ca91751be4d,14,0,31,4,87,1.0,0
1caba2fb38f6,0,0,16,2,110,1.0,0
1cb6961d141c,96,0,5,0,40,0.909315365424727,0
1cb814ed6332,17,0,4,0,24,0.7834633348329312,1
1cc58b15f466,96,0,11,8,43,0.5146245774326663,0
1d0b93317aa8,88,0,11,0,36,0.3640554578544844,0
1d11794057ff,12,0,9,2,59,0.449438141589301,1
1d14dd912671,0,0,8,7,67,0.8694535192834649,1
1d2472849dce,0,0,28,0,130,1.0,0
1d29cb2f4296,399,0,11,5,64,0.429872252072575,0
1d37f1c8b6d8,155,0,13,0,100,1.0,0
1d3e9b939732,10,0,33,1,61,1.0,0
1d46f1326394,2,0,24,13,141,1.0,0
1d55e689cf84,26,0,15,8,41,1.0,1
1d674e2e32e0,18,0,8,9,16,0.7353269804915954,1
1d74c4713e21,122,0,6,0,36,0.5841358635638624,0
1da25637859b,26,0,18,0,51,1.0,1
1da4a17c18c9,2,0,27,4,120,1.0,0
1db0393cdbc1,210,0,11,0,31,0.837928182896405,0
1db18bdd43aa,44,0,4,1,19,0.273954972096296,1
1db6bb46c102,9,0,22,3,88,1.0,0
1dbdc32c17db,77,0,21,0,58,1.0,1
1dd9adcbfff4,5,0,23,5,94,1.0,1
1df0431bfa73,62,0,15,0,38,1.0,0
1df0a4c23c95,128,0,10,0,14,0.5790710400392622,0
1df1530b9b8d,2,0,20,7,103,1.0,0
1df3e03a8f5f,0,0,30,2,66,1.0,1
1dfbede13143,28,0,14,5,46,0.9349389391026952,1
1dfe599d12a9,45,0,6,0,10,1.0,0
1e036f2e7095,723,0,26,0,36,0.309466890127694,0
1e143fa3de57,25,0,9,0,17,0.7292409308412744,1
1e1fb019710d,34,0,25,7,55,1.0,1
1e4650743fa2,0,0,12,5,48,1.0,1
1e4b3b823b95,125,0,11,2,32,0.7924588150754655,1
1e742358e0b9,194,0,10,5,18,1.0,0
1e7ccd4a1c87,459,0,17,3,56,0.7683645061287921,0
1e8a1fdee5b9,10,0,5,1,30,1.0,1
1e8c31e29dd3,99,0,21,1,64,1.0,0
1e9224ccca95,9,0,20,17,57,0.5340053167559609,1
1ec95179cdfe,13,0,9,0,65,0.4627684757269641,0
1ee1eb7943db,11,0,11,7,18,1.0,1
1ee355480567,33,0,2,0,10,0.8183817430779927,0
1eee55494271,116,0,6,0,27,0.6805756001799517,0
1efa5d443707,4,0,6,3,53,0.5942507054926179,1
1f07dae3cadb,21,0,8,9,112,1.0,1
1f0e223b8055,23,0,31,7,63,0.8073431761482148,1
1f15ca672675,232,0,4,0,13,0.4157348983681649,0
1f31701dd61b,33,0,3,0,41,0.90731306082686,0
1f3f32efaf20,20,0,18,0,110,1.0,0
1f4bf8e28b41,372,0,21,0,43,1.0,1
1f4fb37e0854,23,0,17,0,72,0.450610445380557,0
1f543a86c4d4,0,0,10,5,32,0.6603573677968181,1
1f5496352859,160,0,9,1,24,0.5650713672242443,0
1f63d44d9e3c,8,0,14,2,67,1.0,1
1f9ccda4ddf2,67,0,11,1,58,0.7216573555273813,0
1faf8664816c,199,0,14,0,142,1.0,0
1fb455685328,15,0,28,2,70,1.0,0
1fd5d860d4d7,5,0,12,14,72,1.0,1
1fddd7c98fd2,176,0,12,0,17,0.4933385991454797,0
1ffaa51a6245,4,0,6,6,14,1.0,1
200d947f75db,1,0,7,3,70,0.6577793137294998,1
2017cd92c63d,18,0,16,2,67,0.7807072921352909,1
201f6e10c108,43,0,20,0,125,1.0,0
201f882365d3,19,0,17,2,76,0.6162915218191485,0
203275daf46d,21,0,18,7,42,0.7096146578872029,1
20404ec7b518,6,0,12,9,53,0.7508884708191894,1
20688cb25704,43,0,15,2,35,1.0,1
207a580de0ea,0,0,11,9,48,0.6419757883113165,1
207dd0487264,56,0,18,16,155,1.0,0
20c883d3bd38,102,0,18,0,32,0.7645976033700053,1
20d5fdd450ae,28,0,6,0,37,0.811482556950636,1
20f86e068276,235,0,22,2,70,0.5668843039080241,0
21037f5c7790,229,0,7,0,87,1.0,0
210bfe0127c6,381,0,17,3,50,0.6510274048437568,0
211518c46162,1,0,15,4,56,1.0,1
2131aa3a1e6f,6,0,2,3,18,0.55585857429144,1
215d2b7c3fde,19,0,15,0,48,0.6756992352051041,0
217dad18a5ed,15,0,16,5,30,0.5424610036399329,1
218c822a3dd9,41,0,19,10,32,0.8915063533940851,0
21abd36095a1,12,0,7,2,53,1.0,1
21d18b022429,88,0,10,2,16,0.4922835313445717,1
22098b1fe461,1,0,7,2,35,0.6662979019263016,1
2209daf71aab,2,0,14,1,34,0.5762847971578309,0
2221cf5c7935,2,0,9,2,34,1.0,0
222d0ac042b4,2,0,4,2,7,0.6204531308985319,1
222f3ee3a1e8,1,0,10,0,79,1.0,1
22325552a4e3,1,0,7,3,53,0.871736697885567,1
2241b7e90782,64,0,20,1,45,1.0,1
22449af52060,60,0,25,12,82,1.0,0
224bb938e2dd,32,0,13,0,72,1.0,1
224c14366e11,52,0,30,1,161,1.0,0
226c6ceb9185,109,0,12,2,54,0.4794302073534824,0
22895c89792f,215,0,12,2,44,0.9224834976074598,1
22a6da005395,32,0,15,0,29,1.0,1
22ce8ef69357,219,0,10,14,49,0.6403862058691308,1
22d843b2bbd1,124,0,9,0,20,0.4634206371927528,0
23148a40ecb0,3,0,9,1,61,0.8891460471964338,1
23175b7ef453,3,0,16,2,63,1.0,1
232549883508,11,0,10,10,50,1.0,1
233d948e2544,93,0,26,3,77,0.4339106650411194,0
234399352d36,29,0,10,0,39,0.7071968426649217,1
236f56771ec6,89,0,8,4,33,1.0,1
2376e5415458,179,0,24,9,60,0.7355255658569113,1
237aa50edc34,181,0,17,2,29,0.6902034988344038,0
237c078d00fc,85,0,15,6,40,0.7699110929710319,1
2399d68d407f,172,0,8,0,32,0.8769930882172509,0
239f2c348ea4,126,0,8,0,18,0.7550224300642098,1
23d7ca170bdb,3,0,12,1,62,0.6881807697026706,1
23fca0693e2a,5,0,17,4,46,0.9614462394176108,1
